Residual_ESN,Residual_LSTM,Residual_CNN_LSTM
-496.32276360546166,-516.890625,-141.66796875
-7.555684249524347,-30.431640625,344.916015625
-357.3729347428052,-130.203125,231.16796875
-173.19350920574652,56.326171875,393.822265625
110.05313785761973,395.87109375,701.466796875
277.5248346194967,562.662109375,819.6953125
-42.21506135210802,151.69921875,353.31640625
62.37008680690997,30.384765625,180.83203125
258.2230724958936,39.734375,138.095703125
86.53664776691221,-173.341796875,223.0390625
59.96256747876396,-82.88671875,305.42578125
87.59609253430972,88.904296875,388.01953125
-183.82040353209595,-92.548828125,-17.556640625
-76.56669831963882,-27.634765625,-188.5625
-223.50177734109093,59.06640625,-271.486328125
355.00100816102713,879.212890625,510.818359375
-404.18687710112863,126.27734375,-171.392578125
-117.29337731115447,-418.58203125,-547.337890625
42.8850258081693,-704.876953125,-659.330078125
-8.001376959138724,-647.630859375,-467.2890625
-9.42709741440558,-729.6875,-460.572265625
16.31000578633757,-667.251953125,-341.265625
49.16485953467782,-510.306640625,-147.87109375
-31.39754764436293,-472.08203125,-99.78515625
235.91467815410215,-102.9296875,257.765625
-166.31918981693525,-130.6875,213.001953125
235.53610772551474,397.1796875,713.8515625
-50.67911241231559,321.14453125,599.142578125
-97.5428890318035,324.04296875,565.3359375
-123.98584017013127,234.001953125,432.927734375
294.2365325486171,423.7734375,574.638671875
-111.01220472679779,-88.234375,13.119140625
17.32074040518637,-142.333984375,-89.326171875
-366.61491650543394,-622.677734375,-254.361328125
-415.8551129861298,-649.560546875,-248.083984375
-591.7612620732434,-877.822265625,-493.88671875
882.7840546572934,310.416015625,590.990234375
270.4877256452637,82.9609375,53.787109375
-36.05580532866588,0.89453125,-240.234375
133.11796315776155,586.8671875,316.998046875
-586.4974619313834,-244.447265625,-457.177734375
473.79960648130145,205.490234375,142.6171875
-57.800611989947356,-533.78125,-450.93359375
-3.799369594613381,-674.052734375,-480.017578125
455.2962713303241,-280.646484375,-13.224609375
42.196974224891164,-546.677734375,-243.26953125
-112.55835020836821,-639.423828125,-314.2265625
86.21445476704321,-350.67578125,-18.79296875
105.21044545412587,-59.54296875,266.751953125
86.00591186228849,105.287109375,407.6640625
-576.1691360954574,-344.90625,-67.60546875
-423.8088093917613,-293.396484375,-43.966796875
157.04848690262952,278.357421875,491.58984375
172.71855302394033,378.705078125,540.826171875
98.54388128489518,271.45703125,382.12890625
-51.560838743735076,-102.05859375,-41.142578125
103.11583544019231,-105.736328125,-92.2734375
-20.285838340492774,-272.765625,14.7421875
287.8810024102495,81.689453125,332.2265625
312.10305614745084,178.439453125,284.650390625
-217.5927921100738,-11.5234375,19.70703125
136.24744118409944,287.26171875,167.849609375
-117.85772635502508,244.25,-17.73828125
123.5122201827071,808.275390625,564.525390625
452.7241058144755,991.916015625,828.716796875
-229.45894452034918,13.265625,-12.525390625
82.30224760183773,-367.564453125,-275.408203125
353.3192432556716,-247.634765625,-71.314453125
79.10377546744712,-363.18359375,-127.142578125
186.10529150756702,-292.8359375,-28.89453125
28.286972762103687,-369.76953125,-100.6953125
102.10553278409861,-117.837890625,152.70703125
-61.0872918581299,-20.142578125,242.69921875
-105.45171000263144,79.36328125,325.24609375
-39.295736049371044,116.205078125,328.58984375
-104.80829434682892,94.251953125,272.05078125
-90.94125475723558,248.796875,395.697265625
15.922413161071745,377.904296875,486.99609375
-44.831097308291646,233.8828125,300.666015625
136.9694825571096,219.6015625,244.1171875
35.433278198070184,72.71484375,55.103515625
96.78777782820544,8.228515625,184.921875
153.36043301567406,173.203125,342.02734375
-302.0359972463011,-183.9375,-106.744140625
-198.0203607885378,-112.375,-148.173828125
-312.0281586013298,-162.67578125,-299.685546875
-214.81122294714442,-38.220703125,-243.009765625
312.66733772087537,738.470703125,564.6015625
-4.892536405808642,639.00390625,535.693359375
-382.6168671563828,-208.0546875,-202.5390625
-263.31365616095354,-596.490234375,-489.09765625
-88.23313649326883,-578.77734375,-392.107421875
-183.55572148274587,-743.576171875,-508.041015625
-185.5692187088789,-851.189453125,-584.78125
143.1341799958027,-565.828125,-287.21484375
44.09384129345926,-433.267578125,-157.21484375
-194.1171307559125,-474.3046875,-212.654296875
-334.8269567861498,-500.845703125,-258.72265625
-139.53061475951836,-243.068359375,-28.201171875
222.76593977348966,218.455078125,393.248046875
-21.219612491797307,135.3203125,262.578125
-135.7398886167066,-4.55078125,78.78125
-128.77094517477963,-100.2890625,-61.017578125
-173.77421099571075,-193.908203125,-198.720703125
155.61641054928623,80.978515625,30.619140625
72.25954680615177,-275.833984375,-49.7080078125
192.64506075221288,-107.177734375,125.5478515625
108.67326417255572,-112.060546875,20.5126953125
45.814407902875246,-113.6875,-109.9912109375
363.8889388873413,142.0283203125,17.56640625
43.65856782600167,-64.193359375,-267.294921875
-231.61653371065404,-288.8515625,-432.462890625
-61.86471241637264,-259.88671875,-308.087890625
149.21601623223614,-146.048828125,-100.91015625
-279.2533040438575,-521.236328125,-400.041015625
-84.25329387612146,-465.4375,-282.8125
-403.21238622166493,-868.587890625,-656.884765625
-131.47547273785676,-806.19921875,-574.734375
-12.320042962292064,-652.626953125,-408.724609375
1.7944027773610287,-513.841796875,-271.435546875
-13.034438352424331,-384.068359375,-159.810546875
9.865857312190201,-183.892578125,10.9189453125
-25.93073616368565,11.8818359375,175.1064453125
-125.2450822795472,113.9716796875,247.2998046875
-132.8215596425107,121.283203125,214.3076171875
71.2678178955648,277.0068359375,326.025390625
-109.97354202382485,104.4091796875,107.4248046875
-62.33085321189901,85.3486328125,45.6904296875
303.9002544281684,459.3408203125,379.091796875
249.72534034586533,281.9296875,304.8046875
170.70920384371493,210.8076171875,221.7578125
52.13700585868173,168.9775390625,118.91796875
-52.37508547536709,192.0205078125,52.6123046875
-205.6462816842395,-19.662109375,-222.05859375
79.56826963879575,70.5224609375,-150.671875
138.31541338285024,186.169921875,3.693359375
-167.80829778353655,-11.9140625,-109.5
-257.38669844406104,-224.923828125,-222.31640625
-127.21007810644369,-275.59765625,-200.6640625
-115.8445185399687,-351.640625,-223.43359375
-149.19244059072662,-483.220703125,-338.572265625
-21.302629604340837,-425.779296875,-271.341796875
-99.90597017555774,-479.392578125,-321.6044921875
81.65143712307508,-273.0380859375,-113.876953125
115.39043983384181,-83.1591796875,64.26953125
-20.046112748639644,-27.1650390625,100.9580078125
-14.52603440346138,128.1220703125,235.3828125
37.86406845783131,328.498046875,408.9912109375
-24.913954643641773,366.224609375,412.3515625
6.376916054858157,422.7548828125,435.9267578125
-207.74711806241976,159.8515625,136.40234375
17.76881812127067,268.4833984375,211.220703125
-13.013519216530767,257.572265625,168.08203125
146.18961264040445,-201.119140625,224.302734375
170.13708408472667,-227.98828125,253.2705078125
-82.60480862520672,-267.59765625,169.9521484375
-114.79302457963786,-289.138671875,-16.576171875
32.45842139610431,-208.5146484375,-227.236328125
-169.22012793429894,-120.107421875,-412.013671875
-65.49819603859214,296.421875,-110.025390625
90.14766401175802,496.048828125,140.634765625
-40.147726944131136,19.22265625,-171.48046875
192.96118642190777,-196.5859375,-210.294921875
-22.53138538678104,-593.61328125,-461.07421875
181.31156184365318,-449.724609375,-211.48046875
145.32070061700142,-392.013671875,-84.4609375
192.19727329843226,-296.189453125,47.990234375
223.6478892650921,-142.240234375,221.85546875
-164.84744062099708,-368.779296875,1.501953125
33.136456546879344,-133.12890625,234.84765625
-69.5735719340737,-80.212890625,274.068359375
-77.31365844534957,18.01171875,352.62109375
5.147487237212772,127.92578125,431.2626953125
273.48349017415967,400.501953125,663.6640625
-181.5343886983428,-92.787109375,114.7109375
192.8061211958193,101.01171875,259.4423828125
160.9114279536916,17.7197265625,120.984375
79.35445598752995,-240.8603515625,104.498046875
-70.25621926629356,-401.9150390625,-0.9765625
171.85622330642764,-107.998046875,273.9365234375
95.59541890164837,-55.8251953125,171.84765625
-305.6754510622104,-434.8984375,-457.8125
121.62945614973796,42.6630859375,-168.9755859375
-186.43321481437306,180.439453125,-132.732421875
-102.25835649586224,220.912109375,-43.640625
31.202968180507014,-165.869140625,-287.025390625
-40.95954104600605,-661.76953125,-621.162109375
3.679470448194479,-847.064453125,-676.056640625
62.264102877761616,-742.005859375,-474.82421875
-70.55136497682906,-800.115234375,-469.916015625
-63.33778115865971,-777.0078125,-409.263671875
36.40307936123827,-591.103515625,-203.6142578125
537.824467620836,5.2783203125,384.6201171875
-78.29473096705806,-240.5830078125,115.2451171875
-390.14258731569134,-462.412109375,-132.546875
176.16146862504502,146.365234375,449.9853515625
-90.181235828235,111.142578125,372.359375
88.6503171696022,323.759765625,544.068359375
53.598403869909816,153.8369140625,314.30078125
-153.07007640385564,-143.4404296875,-36.5400390625
270.1809752019926,111.03515625,162.8701171875
54.22676703565776,-102.5126953125,183.0068359375
0.47950804235006217,-179.578125,119.662109375
-212.16542172298796,-331.107421875,-49.2998046875
-92.04594041789642,-286.0634765625,-92.443359375
223.31880976965658,-131.7060546875,-146.3427734375
59.0492480423527,63.4990234375,-114.513671875
158.69766517960488,497.919921875,244.93359375
-404.3791055857582,-23.1953125,-227.29296875
215.44313294201856,33.888671875,-35.943359375
-113.90638165486598,-611.00390625,-544.80859375
-145.64192538215138,-815.48828125,-645.07421875
-3.470578410746384,-604.658203125,-359.1171875
-288.3393427414485,-789.65625,-502.7412109375
-291.9096064195255,-830.6484375,-522.171875
-75.84677062344053,-567.068359375,-247.2119140625
-139.45999636831766,-365.5859375,-34.263671875
-57.01997541779201,-223.6416015625,89.8203125
-14.65669115592209,-156.798828125,118.3154296875
-207.48117318179357,-122.880859375,126.8212890625
-91.15190115609403,34.3994140625,247.2890625
-5.030669611880512,175.6875,348.6591796875
-90.55597239596682,6.2265625,125.2607421875
25.80850623821607,-62.455078125,-3.724609375
176.61796223427336,59.078125,61.265625
-130.42952718439847,-268.7802734375,-27.705078125
145.39050833963847,-96.25390625,175.19140625
226.03650794359055,28.1552734375,245.896484375
-129.37298609601385,-234.8125,-139.7548828125
-150.61815261184347,-348.06640625,-386.7939453125
-41.74086286758211,-152.134765625,-290.7958984375
-180.08617288878486,-19.86328125,-192.392578125
-164.54550702211964,-144.8916015625,-286.2626953125
96.9429935700282,-146.19140625,-175.6552734375
-8.358580492871624,-538.814453125,-456.5087890625
340.396267342765,-343.056640625,-177.0986328125
160.5981880596919,-347.3134765625,-124.837890625
258.6397157227311,-220.93359375,22.873046875
114.66837323942127,-286.9794921875,-46.2255859375
226.4334786100262,-63.990234375,173.3310546875
104.3766342918043,3.4677734375,232.2470703125
134.83805705753184,132.998046875,346.337890625
116.13318711905049,184.404296875,371.16796875
153.2772731611858,283.7939453125,438.833984375
187.9902023913237,405.3466796875,526.6416015625
-19.760222677234196,260.6513671875,345.9423828125
-67.85252347244023,111.63671875,153.380859375
90.68703327855474,184.2021484375,177.0869140625
179.0072681988313,285.6025390625,227.89453125
509.5109339517985,515.154296875,566.103515625
290.90666115311797,336.189453125,392.8427734375
-67.00247714680154,46.9990234375,67.5830078125
78.8741053964659,241.35546875,163.10546875
103.02205614244485,367.552734375,150.3974609375
-41.07473925761951,406.4208984375,118.630859375
-349.1106467665886,244.2197265625,-14.6396484375
-216.465706228415,268.328125,102.6513671875
-255.80757375807661,73.72265625,24.3203125
-173.7645194185916,-158.9609375,-116.080078125
-71.71174615607015,-236.7236328125,-116.6044921875
-226.09333667324972,-473.314453125,-301.580078125
-153.6802847298386,-478.3349609375,-269.1123046875
-210.19963485705193,-538.630859375,-316.953125
-81.52740372263543,-358.2734375,-129.0361328125
9.440922869604037,-163.203125,58.3427734375
-196.08752030268624,-255.2294921875,-51.501953125
11.49185703819785,-29.43359375,151.0400390625
162.11387143357933,243.755859375,391.5224609375
-4.326137352432852,205.234375,313.7626953125
-33.85395419976521,152.3505859375,215.9609375
185.47136954962843,353.060546875,367.7294921875
3.8172179567955027,262.884765625,228.68359375
-287.4175341500395,-23.2509765625,-105.029296875
5.786080486710489,48.01953125,118.1533203125
4.513743202713158,-35.9501953125,58.41796875
164.88157932201284,84.134765625,130.076171875
55.700551916788754,81.1669921875,48.6298828125
-20.77926906497123,-79.9052734375,-202.669921875
78.9156244016267,-111.341796875,-282.2373046875
6.165279002885654,-155.630859375,-318.6220703125
-104.04403913637543,-212.1357421875,-302.16796875
120.42626735317572,-39.6328125,-35.51953125
-225.37187401892697,-408.4892578125,-328.6416015625
-128.353032520532,-507.7373046875,-364.9453125
-37.06665550201251,-479.9404296875,-302.873046875
-122.79756525060111,-523.435546875,-329.779296875
-117.71035213425603,-497.1044921875,-302.5283203125
-21.883356945734704,-313.7412109375,-121.2919921875
-64.02881940850057,-207.814453125,-25.3193359375
-35.911713339237394,-90.1572265625,66.8447265625
71.28399595166411,164.03515625,295.1826171875
-276.094180115133,-5.8740234375,96.6728515625
-140.9099254894736,105.2802734375,175.359375
-147.7592336686157,127.9287109375,156.9755859375
-165.49366434218973,143.0458984375,132.3662109375
-213.11464531621095,46.427734375,-9.55859375
-8.811775591146215,137.4736328125,29.068359375
45.815134153519466,175.3173828125,150.556640625
35.75399227786329,79.974609375,60.0849609375
97.22258409087408,116.052734375,80.328125
-113.2277701006551,-5.59375,-92.69921875
-7.370100917762102,-33.654296875,-182.1923828125
-65.62550807803018,-191.3291015625,-368.0185546875
14.229509025526568,-145.9189453125,-291.21875
-41.15867722103394,-109.3056640625,-187.138671875
-94.38051287931921,-139.123046875,-128.8994140625
32.18853178180143,-74.626953125,-1.59375
-32.28450566567699,-158.8427734375,-47.66796875
-50.054203539983064,-255.9677734375,-121.24609375
220.25668062177283,-56.775390625,87.46484375
-61.574686276777356,-272.6328125,-138.138671875
7.706426575243313,-220.13671875,-86.1982421875
121.10572226759359,-10.7060546875,115.6787109375
366.07357574913476,386.5283203125,493.548828125
97.35750825358082,318.8056640625,398.9189453125
78.8282395018341,305.74609375,353.4775390625
-160.15920710830324,124.6416015625,142.96875
176.9158622862651,443.1865234375,432.205078125
-20.78778075808077,317.37890625,272.2490234375
-265.44867749780315,-19.1220703125,-100.22265625
24.19060130265825,144.0849609375,23.830078125
245.5646716747906,-135.78515625,161.1376953125
0.4547731993789057,-295.880859375,73.412109375
-200.48003003720078,-413.189453125,-33.978515625
-147.082277421061,-397.09375,-111.0888671875
124.65979528077514,-179.1826171875,-96.4892578125
-386.1692678265117,-280.3447265625,-482.80078125
-665.2532514313261,-244.5107421875,-600.568359375
